domain,phylum,class,order,family,genus
Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Uncultured Bacteriovoracaceae
Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,0319-6G20
Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexales,Oligoflexus
Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Uncultured Oligoflexales,Uncultured Oligoflexales
Bacteria,Bdellovibrionota,Oligoflexia,Silvanigrellales,Silvanigrellaceae,Silvanigrella
Bacteria,Bdellovibrionota,Oligoflexia,Silvanigrellales,Silvanigrellaceae,Unclassified Silvanigrellaceae
Bacteria,Bdellovibrionota,Oligoflexia,Silvanigrellales,Silvanigrellaceae,Uncultured Silvanigrellaceae
Bacteria,Chloroflexi,AD3,AD3,AD3,AD3
Bacteria,Chloroflexi,Anaerolineae,45311,45311,45311
Bacteria,Chloroflexi,Anaerolineae,Anaerolineae,Anaerolineae,Anaerolineae
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolinea
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Flexilinea
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Leptolinea
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Levilinea
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,RBG-16-58-14
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Unclassified Anaerolineaceae
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Uncultured Anaerolineaceae
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,UTCFX1
Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,Ardenticatenaceae,Uncultured Ardenticatenaceae
Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,Uncultured Ardenticatenales,Uncultured Ardenticatenales
Bacteria,Chloroflexi,Anaerolineae,C10-SB1A,C10-SB1A,C10-SB1A
Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,Litorilinea
Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,Unclassified Caldilineaceae
Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,Uncultured Caldilineaceae
Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,RBG-13-54-9,RBG-13-54-9
Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,A4b
Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,OLB13
Bacteria,Chloroflexi,Anaerolineae,SBR1031,SBR1031,SBR1031
Bacteria,Chloroflexi,Anaerolineae,SBR1031,Unclassified SBR1031,Unclassified SBR1031
Bacteria,Chloroflexi,Anaerolineae,SJA-15,SJA-15,SJA-15
Bacteria,Chloroflexi,Anaerolineae,Unclassified Anaerolineae,Unclassified Anaerolineae,Unclassified Anaerolineae
Bacteria,Chloroflexi,Anaerolineae,Uncultured Anaerolineae,Uncultured Anaerolineae,Uncultured Anaerolineae
Bacteria,Chloroflexi,Chloroflexi,Chloroflexi,Chloroflexi,Chloroflexi
Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,Candidatus_Chloroploca
Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,Candidatus_Chlorothrix
Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,Chloronema
Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,FFCH7168
Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,Oscillochloris
Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,Unclassified Chloroflexaceae
Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,Uncultured Chloroflexaceae
Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Herpetosiphonaceae,Herpetosiphon
Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,Kouleothrix
Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,Roseiflexus
Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,Unclassified Roseiflexaceae
Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,Uncultured Roseiflexaceae
Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Unclassified Chloroflexales,Unclassified Chloroflexales
Bacteria,Chloroflexi,Chloroflexia,Kallotenuales,AKIW781,AKIW781
Bacteria,Chloroflexi,Chloroflexia,Kallotenuales,Kallotenuaceae,Kallotenue
Bacteria,Chloroflexi,Chloroflexia,Kallotenuales,Unclassified Kallotenuales,Unclassified Kallotenuales
Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,AKYG1722,AKYG1722
Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45
Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,Thermomicrobiaceae,Nitrolancea
Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,Thermomicrobiaceae,Sphaerobacter
Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,Unclassified Thermomicrobiales,Unclassified Thermomicrobiales
Bacteria,Chloroflexi,Dehalococcoidia,S085,S085,S085
Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,SAR202_clade,SAR202_clade
Bacteria,Chloroflexi,Dehalococcoidia,Unclassified Dehalococcoidia,Unclassified Dehalococcoidia,Unclassified Dehalococcoidia
Bacteria,Chloroflexi,Gitt-GS-136,Gitt-GS-136,Gitt-GS-136,Gitt-GS-136
Bacteria,Chloroflexi,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66
Bacteria,Chloroflexi,KD4-96,KD4-96,KD4-96,KD4-96
Bacteria,Chloroflexi,Ktedonobacteria,C0119,C0119,C0119
Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,21551
Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Unclassified Ktedonobacteraceae
Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Uncultured Ktedonobacteraceae
Bacteria,Chloroflexi,N9D0,N9D0,N9D0,N9D0
Bacteria,Chloroflexi,OLB14,OLB14,OLB14,OLB14
Bacteria,Chloroflexi,P2-11E,P2-11E,P2-11E,P2-11E
Bacteria,Chloroflexi,SHA-26,SHA-26,SHA-26,SHA-26
Bacteria,Chloroflexi,TK10,TK10,TK10,TK10
Bacteria,Chloroflexi,Unclassified Chloroflexi,Unclassified Chloroflexi,Unclassified Chloroflexi,Unclassified Chloroflexi
Archaea,Crenarchaeota,Bathyarchaeia,Bathyarchaeia,Bathyarchaeia,Bathyarchaeia
Archaea,Crenarchaeota,Nitrososphaeria,Marine_Benthic_Group_A,Marine_Benthic_Group_A,Marine_Benthic_Group_A
Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosotenuis
Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrocosmicus
Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Unclassified Nitrososphaeraceae
Archaea,Crenarchaeota,Nitrososphaeria,Nitrosotaleales,Nitrosotaleaceae,Nitrosotaleaceae
Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,Aliterella
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,Chroococcidiopsis_PCC_7203
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,Chroococcidiopsis_SAG_2023
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,Crinalium_SAG_22.89
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,Dapisostemonum_CCIBt_3536
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,Gloeocapsa_PCC-7428
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,Myxosarcina_SAG_30.84
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,Unclassified Chroococcidiopsaceae
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,Uncultured Chroococcidiopsaceae
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,Microcoleus_Es-Yyy1400
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,Microcoleus_PCC-7113
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,Microcoleus_SAG_1449-1a
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,Symplocastrum_CPER-KK1
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,Unclassified Coleofasciculaceae
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,Uncultured Coleofasciculaceae
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Cyanobacteriales_Incertae_Sedis,Microseira_Carmichael-Alabama
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Cyanobacteriales_Incertae_Sedis,Phormidium_SAG_81.79
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Cyanobacteriales_Incertae_Sedis,Uncultured Cyanobacteriales_Incertae_Sedis
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Desertifilaceae,Desertifilum_KR2012-2
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Gloeocapsaceae,Gleocapsa
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Microcystaceae,Chalicogloea_CCALA_975
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Microcystaceae,Microcystis_PCC-7914
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Microcystaceae,Pleurocapsa_PCC-7327
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Aphanizomenon_NIES81
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Calothrix_PCC-6303
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Desmonostoc_PCC-7422
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Fischerella_PCC-9339
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Mastigocladopsis_PCC-10914
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Nostoc_PCC-7107
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Nostoc_PCC-73102
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Nostoc_PCC-7524
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Scytonema_PCC-7110
